"diet_type","Meanc14_0","SDc14_0","Meanc16_0","SDc16_0","Meanc16_1w7","SDc16_1w7","Meanc16_3w3","SDc16_3w3","Meanc16_3w4","SDc16_3w4","Meanc16_4w1","SDc16_4w1","Meanc18_0","SDc18_0","Meanc18_1w9","SDc18_1w9","Meanc18_2w6","SDc18_2w6","Meanc18_3w3","SDc18_3w3","Meanc18_4w3","SDc18_4w3","Meanc20_1w9","SDc20_1w9","Meanc20_5w3","SDc20_5w3","Meanc22_0","SDc22_0","Meanc22_6w3","SDc22_6w3"
"Ulothrix",-5.67300215684921,-0.742593961799109,-2.96145728631746,-2.7708940987586,-14.5244378958413,-1.73497747857005,0.0183325054444444,-0.000899390715203808,-1.94274342031746,-0.152970311655465,0.107899542166667,0.0529262900806441,-1.80706608718254,-1.20913368240001,-0.504327946642857,-1.31231645517459,-3.26132940823016,-0.888586676728139,-1.95000313824603,-0.307322452372686,0.0218053433015873,0.00652854854045891,1.14939169011905,-0.0360991864877013,23.6926929997302,-0.309775273111777,0.044924513547619,-0.0187282437020571,0,0
"Diatom",-5.67300215684921,-0.742593961799109,-2.96145728631746,-2.7708940987586,-14.5244378958413,-1.73497747857005,0.0183325054444444,-0.000899390715203808,-1.94274342031746,-0.152970311655465,0.107899542166667,0.0529262900806441,-1.80706608718254,-1.20913368240001,-0.504327946642857,-1.31231645517459,-3.26132940823016,-0.888586676728139,-1.95000313824603,-0.307322452372686,0.0218053433015873,0.00652854854045891,1.14939169011905,-0.0360991864877013,23.6926929997302,-0.309775273111777,0.044924513547619,-0.0187282437020571,0,0
"Draparnaldia",-5.67300215684921,-0.742593961799109,-2.96145728631746,-2.7708940987586,-14.5244378958413,-1.73497747857005,0.0183325054444444,-0.000899390715203808,-1.94274342031746,-0.152970311655465,0.107899542166667,0.0529262900806441,-1.80706608718254,-1.20913368240001,-0.504327946642857,-1.31231645517459,-3.26132940823016,-0.888586676728139,-1.95000313824603,-0.307322452372686,0.0218053433015873,0.00652854854045891,1.14939169011905,-0.0360991864877013,23.6926929997302,-0.309775273111777,0.044924513547619,-0.0187282437020571,0,0
